steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50,trial_51,trial_52,trial_53,trial_54,trial_55,trial_56,trial_57,trial_58,trial_59
0.0,11.785539627075195,20.944839477539062,23.589067459106445,4.790501117706299,22.078189849853516,12.267173767089844,14.26957893371582,21.009227752685547,19.944807052612305,18.501026153564453,25.534420013427734,7.656429290771484,11.978395462036133,30.33766746520996,21.306434631347656,19.665122985839844,14.038528442382812,23.657506942749023,23.632793426513672,10.11609935760498,12.907320022583008,23.30079460144043,41.12226104736328,11.626574516296387,15.905196189880371,7.155399799346924,20.783321380615234,15.256168365478516,14.738500595092773,12.945549011230469,22.072715759277344,18.5211181640625,17.723697662353516,20.409257888793945,20.436363220214844,23.49307632446289,22.489397048950195,6.639081954956055,14.212964057922363,9.581293106079102,10.174055099487305,33.60285949707031,29.099143981933594,23.81216812133789,20.28188705444336,3.913780450820923,7.905327796936035,5.953383445739746,19.593669891357422,18.583890914916992,11.005389213562012,8.893831253051758,7.85148811340332,34.27123260498047,18.74211311340332,2.6329994201660156,16.824853897094727,12.390493392944336,14.423970222473145,11.830799102783203
10526315.789473685,12.521245742531447,22.256282868632567,24.55918144395993,5.219488091394047,22.75625219845169,13.046124171811334,15.63517742965711,21.76460932920638,20.91708797276784,19.44213320676062,26.659236155708328,8.161998571069535,11.932931026639906,30.80523804897685,22.326499849258617,20.497244311377944,14.615842791815957,23.89519117160125,24.992365579773516,10.1887474426267,13.24259702148757,24.313732488380122,41.98179503458029,12.7265004822004,16.209588141985485,7.572079551724816,21.81090338517837,16.833174458160542,15.520192655329684,14.400838793583029,23.092565321918176,19.737784632953748,19.30846388389323,21.658559575702718,20.937224207368583,25.03969297730403,22.628890859293353,7.072514006635819,15.42048837645676,10.056394211813766,10.732709103385167,34.123126862885385,29.98765126550751,25.267955187006425,21.884178240863488,4.624378612145674,9.476415969408183,6.272993208236807,20.70372067752018,18.8132984805233,11.570610807282423,10.485109203858844,8.054299781924511,35.11227128675357,20.14071335479968,3.0408982231341035,16.79412118251593,13.366995056616426,14.714745934430892,11.781103757573833
21052631.57894737,27.359905527455737,49.479318940552815,41.858806247835844,13.839042351031651,34.94364612770378,27.764799880612014,38.974657996663424,37.03851566007593,39.81399748218439,35.757845150239746,47.356898906942554,18.77251762203315,12.216029037987179,39.274909262553145,40.153752324674436,38.17362284631445,26.165192488838926,32.342252766326524,50.03848534758484,13.340847326829577,20.57834614280849,45.55574190827123,55.86350044758779,31.95929233429546,22.4659324892051,15.345003433045711,42.527423986375666,44.96653949669523,31.570928304458757,40.67427721549434,42.73474488706635,40.36491466885293,46.17703216735511,45.47381193942063,32.415705007075275,52.75080671444164,26.9227886835624,16.150873613128454,37.98825536172971,20.124975139940794,22.849271784621678,44.29268284994397,48.548042858674755,49.458809519697425,51.59208857794383,16.537196890448435,35.62109787171897,12.408426848748427,40.29429169090005,25.139777841495345,21.60870932931096,37.92850724483874,15.746648905370542,51.34906750471638,45.55639018467176,12.545405540114832,18.44907268771381,30.79988395992326,22.440436530600294,11.963267911586735
31578947.368421055,50.19984218562822,95.7627434473165,57.44908338787236,27.490606025702366,46.31622227355632,46.42271329362431,48.928204724776705,63.00824045449744,66.87143983536109,45.18657296955834,66.36613860713973,38.22286283433272,21.760822755684487,47.23665355575217,49.001069785753614,67.30844743241275,46.722584111394156,70.83334652181726,74.37853096312021,28.897429747997148,36.768034405469734,87.24772420106586,63.39912562013458,38.99176335574187,34.148407234183395,23.03103437141575,81.61494452539327,61.37473770072091,57.3178523594818,61.37094538101613,70.54656969803358,45.375053538561616,55.36329639108641,70.50818928267157,57.26184309821917,70.64682318784111,47.023234357040934,40.141925605751815,58.13240398075483,39.35413919562613,46.422374490710425,57.443876964883714,78.75672523852778,54.05312604729572,77.97363730860549,16.882866950478622,39.18201143632017,21.974023716095996,52.12763368309453,46.8986691621821,29.569498028224366,47.83528931583395,50.204762281514604,75.5490172869446,62.50741971310981,35.72511847835251,41.644241008009786,41.4900454131066,47.981161816680284,20.521151958208872
42105263.15789474,71.7205637589386,118.302632463936,101.3021050756823,41.85173461216804,75.62955314020041,77.47314474226036,80.08230674894233,94.32690992340487,97.53938523190834,74.81742938395352,92.46111631979574,49.13239003230825,31.620140676869084,63.71013470691658,68.76809601126615,70.0006458041493,78.44450518480629,93.16119912332775,108.79861944261681,30.88315011556789,60.91928814652885,125.7514024069765,114.6559663261403,45.80562259574677,53.19936465218127,30.523363000137984,144.6606092083157,74.9237344968352,77.54316764508589,87.09789742838973,107.27080620036891,56.77543164269581,87.56150563445118,82.08937283376247,68.4969939636144,87.654038446927,77.37261080023654,90.40144906768839,73.7096477901754,52.11238302661937,53.35492494999537,70.59013371743325,94.91051908378127,91.85290913015523,99.01999473720377,17.911084433816313,56.15153539684341,39.55601663288978,76.28479543113643,60.075686107547,45.84764881770532,70.11813512910932,59.67213562618002,117.8326490924299,74.94229583070715,47.04145131621335,79.2642127621372,57.320525521799475,67.37550589916944,27.81922529158995
52631578.94736842,109.78308910789829,129.26172621110635,143.15915463621266,70.35662907563211,109.9685235915917,102.62451407835506,114.99960360120868,126.93669588186899,128.24316364514365,112.73028668901597,135.06876942480287,54.42914115612774,43.77966931216687,107.9545935538089,121.60569097819916,105.77133458014835,102.41545599575188,136.87449794553652,146.31507720490737,36.22220644149465,101.05313528900827,142.94836430338282,120.70437212296635,83.93320925632837,92.38767512342854,42.51138626750032,185.94786720824044,103.72868996765722,130.7558528629449,105.18739593431478,124.67650402260949,74.32735683133315,119.36600999503172,117.20324663696114,117.50127174950867,114.04186146522657,114.02449641890638,127.76820277305026,121.96723127621033,61.59412244536045,61.62199675129763,102.32576925821417,150.62751116878107,154.5477755263324,140.28159557518205,36.001864991019225,62.11321556833353,49.448539615595855,120.0330300271057,81.38011535655428,68.79558897083444,113.73096821822453,88.71656178920388,151.19500614170224,114.94237780649411,61.21451652956058,108.6644107342757,97.49090110531226,106.07466130311552,47.94170696323433
63157894.73684211,130.09573982561065,134.49164372715595,143.8041810326464,112.35440654594484,133.75277536496563,114.61320994587983,165.90329273123493,155.9917827339384,195.1349673762381,135.91990100057834,171.5284713233442,73.74760650218029,61.678494699196165,193.3532841608465,194.2357592271471,135.63697518404172,117.92179158144215,205.42551425627727,165.26021125128395,49.21965828575091,120.97795466637021,164.03316881303311,157.47767474421835,122.64910768777382,133.74001378687797,67.7638516430008,213.72451048536317,138.0508896129366,173.3742485086013,123.12391150199971,149.00704184397438,121.37970130694544,146.97009355754403,169.96131970463037,154.77483620356324,135.1718171618652,137.94731099569236,204.70469173863327,143.14453568410676,99.241259826435,98.25607884590647,134.35030867146986,195.68202826702696,192.57857306974418,162.87413804369288,56.59804398355969,86.14122690751613,59.62274795285636,153.94289153195155,117.11878372749464,119.8802781827397,144.6688488854761,115.76022774203993,164.79035527934,117.54453968366097,88.95088400792879,144.44883853874052,116.27139919017985,160.63054338221406,70.4290694657125
73684210.5263158,142.05119361358996,141.2739432390129,153.58242456284754,129.3530168546534,155.0370520251362,156.3233502617008,198.3129222332358,206.60054306590987,227.26284406096818,150.54703921389216,189.54458045369205,79.4871461187332,83.15570831575387,215.0559924036017,245.31307558826794,151.79886007036532,129.05333838950318,229.52851920795737,161.55290783149218,61.09510687228881,175.4535785511838,169.4010533898491,175.45690722800688,161.86104411968236,153.39613515741277,95.343237056255,250.12611998233768,175.67181219148176,186.91283098837346,138.30727918957905,168.6634191151636,166.74818455842725,185.13076690169586,196.06328659296202,159.00106996958277,147.53227785943784,144.29380331149227,252.92380828755054,161.83021639927273,158.37642650789172,134.95020751960556,161.92485472865383,219.44614581024877,204.8939925621669,163.87479544961388,62.28339529161309,114.36035383346174,73.26770117102899,184.90799060567102,133.55651756993126,149.25193044167642,172.65737803536274,127.64791199507145,187.47890424728394,127.4667265804438,100.58226624824664,192.5378447574179,122.82138388193216,166.08783444630143,97.68133479833521
84210526.31578948,156.98382791852026,171.49205648370727,167.96290058541496,169.58965982195414,165.14236203686352,190.55570776706918,213.81650753067473,227.07257700461759,244.72462381154216,172.39616706166572,210.56055105525041,86.66916269460214,97.76003269343497,216.62488078542694,274.47087871863243,187.37852013342268,174.906962667806,234.72810939771648,175.35142183634053,71.09189684123544,200.36326198828849,177.65034631480802,192.88590952960408,191.87133305488862,181.823534754835,121.08353809372541,260.37844490344503,197.72782769427735,199.1000146198801,155.6172585609547,188.3333606706762,216.63439847656895,237.46044434173615,219.88954279231234,167.9451337943777,184.12010345003281,171.86817226713714,255.55514081099025,192.7677592491509,177.55450556681097,172.40522007433663,184.57939248732254,211.90057499223798,220.12632777188955,176.32980910298568,66.19763033723567,147.89932422294513,91.83561926452738,227.15824218866237,148.3560436947524,177.9017477345929,176.77912095940346,148.9836894897873,186.8724168013998,138.17522092803364,103.79728987573587,196.31196953286093,181.15175239960575,176.38314548654898,134.11560053574414
94736842.10526316,177.50703368738417,180.07163142811228,170.19788439596624,230.17199015212853,186.7152641999672,202.32136867358415,242.52110207510128,246.5426962615463,275.2746549791081,188.79378135617915,248.76160812353163,114.50940864853087,118.83732693227539,222.19905515460923,316.12739749001,186.60792090547713,221.96615643378274,279.25633912597505,208.70377108124484,75.55631991562504,233.0685064294414,206.0960170440479,226.05493699930545,213.6214276380899,209.034883158235,146.54324803218617,263.45004389953084,218.7632884669667,220.1425207066156,167.06603481944578,227.15617701213117,256.5004989509355,239.16989794150615,228.28495687547647,178.50618889956758,207.98876260939232,185.47858896352082,286.9083827366624,206.889544396024,186.57727016318702,199.4551273523275,207.09057484373162,224.79322197220168,252.97702940002372,167.3617957905967,73.43771980579045,176.89539620552696,117.57588874870638,230.66892304091903,160.3239713432964,189.4453628971306,212.48472390012233,187.18904126363282,203.79207052084053,158.7002833554124,110.15281374267511,201.272744946739,225.88635731172693,185.86140196875687,158.33122381151054
