steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24
0.0,16.287094116210938,9.519023895263672,4.587231159210205,20.571439743041992,27.30125617980957,13.915904998779297,43.75962448120117,7.398332595825195,11.781911849975586,5.428969383239746,9.077356338500977,33.518253326416016,10.437522888183594,11.8486328125,6.978132247924805,33.936607360839844,18.351730346679688,5.592342376708984,7.198254585266113,17.855012893676758,18.936899185180664,4.449044227600098,14.971601486206055,5.235752582550049,6.302183151245117
2631578.947368421,16.421380137142382,10.056043079024867,4.662623287031525,21.04422082712776,27.586748220418627,14.44254457950592,43.875450799339696,7.770613846025969,11.924832394248561,5.583928081550097,9.636894740556416,33.95280931497875,10.44215615956407,12.334181158166183,7.188560103115282,34.73577610442513,18.441976864086953,5.693842956894323,7.268998602503224,17.906796514987946,19.13224710288801,4.521706488571669,15.107418784969731,5.526400786481406,6.619853305189233
5263157.894736842,21.361631732237967,28.318635200199328,7.797155866497442,37.381322434074,37.75667086400484,33.560849014081455,48.312501995187056,20.992702251986454,17.82285982056668,11.236212222199692,29.6345266229228,48.92006230354309,11.31641540715569,29.244621910546954,14.7860443717555,61.56724217063502,22.18982083546488,10.517626210262902,10.45357128193504,20.043819207894174,26.367242380192405,7.0919759022562125,20.14383306001362,15.893065179649152,18.051533636293914
7894736.842105264,26.056687750314413,22.142802790591592,16.60792303085327,36.10195835013139,43.11333872142591,48.11219581804778,55.122068442796404,25.632349409555133,34.312123913513986,16.133165528899745,39.53154394501134,46.8566004288824,25.81226831360868,30.529674677472368,19.601410341890237,45.22117100891314,34.154705210735926,32.26232831729086,23.132305261335876,26.22709031481492,34.101866264092294,8.21936057115856,25.312087752317126,20.015055273708544,25.26831566660028
10526315.789473685,27.38552354511462,30.38068505337364,20.162110504351165,43.34544969859876,57.31569322786833,56.92737629539088,54.04297878867702,26.17458702388563,46.291572169253705,21.158217405018053,48.94438896681133,51.25651866511295,52.84580353686684,38.500591805106716,22.67075528596577,42.50031285536917,52.803925464027806,33.53385511197542,32.36817188011973,33.982845168364676,36.969710902163854,14.15533999392861,25.29677721073753,20.041901350021366,34.27549982070923
13157894.736842105,30.80395347821085,36.85353053870954,42.187363963378104,66.43124038294742,66.12823299357765,49.86494440781443,56.754242966049596,38.46823332811657,76.4212149067929,27.647250194298593,63.36426373531944,62.121768487127206,59.19179628397289,36.88565060339476,44.99805409029911,48.193437701777405,56.20987471781279,54.703254982044825,69.65226446954827,52.16454800806547,39.51263521846972,29.383961279141275,39.60771564433449,53.71195552223607,53.58391092325512
15789473.684210528,43.96609288767765,46.346220719186896,82.26313608571104,66.0013697272853,84.34098047959179,47.33048078888342,64.4124425210451,46.21369021817259,107.1608110227083,52.70972959618822,65.18659048331413,75.09479919232821,88.80393269187526,48.97378349304199,69.7719448491147,63.881811016484306,51.58831567513315,61.8734909735228,83.2185062107287,54.7519380418878,46.02017393865084,42.461149341181724,50.340063534284894,95.75055320639359,89.4950034994828
18421052.63157895,50.23525526649074,61.50189724721406,103.80597896324961,80.63195464485571,117.34456777572633,59.19724694051241,73.52777947877583,68.9801967269496,134.1733152991847,85.3421406871394,100.76200361000866,85.67804071777746,99.9848475456238,54.716643691062934,110.73270924467789,63.25767571047733,54.80461528426723,80.97548851213958,103.54271512282523,72.19664953256908,55.49492140192735,73.77047834898296,52.65499827108886,103.44908603868987,104.0086105246293
21052631.57894737,67.74022042123896,57.66859104758816,133.05308592946906,104.85747789081775,143.54523468017578,63.94674115431937,81.64914924220035,91.02104006315533,142.51776283665706,95.18521449440405,137.3905721965589,106.51264732762388,126.02176565872996,71.34742295114617,108.72206627695184,74.0683728268272,63.01840455908525,96.61264098318,132.38460601003547,71.63434545617356,65.51847979896947,82.19315830029939,68.17025305095471,125.74210197047182,140.32913770173727
23684210.52631579,89.8769181402106,84.87032641862568,152.11012310730783,149.80162592938072,159.56479511762922,89.89506904702438,89.92486411646793,117.66022782576712,128.3806041918303,137.5425827126754,152.77642390602514,128.68560053172865,137.7969227088125,83.73427398581254,126.21492806233859,82.64666007694446,65.93250309793572,120.96357506199887,139.9765312797145,116.575527078227,84.5733994308271,86.28288592790302,67.83383710760819,115.67570334986637,153.62613208670365
