steps,trial_0,trial_1,trial_2,trial_3,trial_4
0.0,545.410400390625,370.9182739257813,936.24365234375,904.61181640625,853.8858032226562
63.1578947368421,935.2286334909561,977.3873313811387,978.9408115334087,975.9758598640827,954.1423753753194
126.3157894736842,990.3880915502183,989.1257705301939,992.5995543468009,991.8142424766017,992.4597503537427
189.4736842105263,,,,,
252.6315789473684,,,,,
315.7894736842105,,,,,
378.9473684210526,,,,,
442.10526315789474,,,,,
505.2631578947368,,,,,
568.421052631579,,,,,
631.578947368421,,,,,
694.7368421052631,,,,,
757.8947368421052,,,,,
821.0526315789473,,,,,
884.2105263157895,,,,,
947.3684210526316,,,,,
1010.5263157894736,,,,,
1073.6842105263158,,,,,
1136.842105263158,,,,,
1200.0,,,,,
